Id,Nombre,Imagen,Tipo Pokemon,Peso,Habilidades,Movimiento,Altura,Habitat,Es baby,Es Legendario,Es Mitico,Generacion,Descripcion
466,electivire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png,electric,138.6,"motor-drive,vital-spirit","mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,leer,flamethrower,hyper-beam,low-kick,strength,thunder-shock,thunderbolt,thunder-wave,thunder,earthquake,dig,toxic,psychic,quick-attack,screech,double-team,light-screen,reflect,metronome,swift,flash,rest,rock-slide,substitute,thief,snore,protect,mud-slap,endure,swagger,attract,sleep-talk,return,frustration,dynamic-punch,iron-tail,hidden-power,cross-chop,rain-dance,rock-smash,uproar,torment,facade,focus-punch,follow-me,charge,taunt,helping-hand,brick-break,knock-off,secret-power,weather-ball,rock-tomb,metal-sound,signal-beam,bulk-up,covet,shock-wave,hammer-arm,natural-gift,feint,fling,magnet-rise,focus-blast,giga-impact,rock-climb,discharge,captivate,charge-beam,electro-ball,low-sweep,round,volt-switch,bulldoze,electroweb,wild-charge,dual-chop,ion-deluge,confide,eerie-impulse,electric-terrain,power-up-punch,darkest-lariat,stomping-tantrum,rising-voltage,tera-blast,trailblaze,supercell-slam",1.8,,No,No,No,generation-iv,"Al almacenar mucha electricidad, desprende chispas de una claridad increíble entre sus dos cuernos."
467,magmortar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png,fire,68.0,"flame-body,vital-spirit","mega-punch,fire-punch,thunder-punch,mega-kick,headbutt,body-slam,take-down,double-edge,leer,roar,ember,flamethrower,hyper-beam,low-kick,strength,solar-beam,fire-spin,thunderbolt,earthquake,toxic,psychic,screech,double-team,smokescreen,confuse-ray,focus-energy,metronome,smog,fire-blast,rest,rock-slide,substitute,thief,flame-wheel,snore,curse,protect,mach-punch,scary-face,feint-attack,belly-drum,mud-slap,endure,swagger,attract,sleep-talk,return,frustration,dynamic-punch,iron-tail,hidden-power,cross-chop,sunny-day,rock-smash,uproar,heat-wave,torment,will-o-wisp,facade,focus-punch,follow-me,taunt,helping-hand,brick-break,knock-off,secret-power,hyper-voice,weather-ball,overheat,rock-tomb,covet,natural-gift,fling,power-swap,flare-blitz,poison-jab,focus-blast,giga-impact,rock-climb,lava-plume,captivate,flame-burst,flame-charge,low-sweep,acid-spray,round,clear-smog,incinerate,bulldoze,dual-chop,heat-crash,belch,confide,mystical-fire,power-up-punch,stomping-tantrum,burning-jealousy,scorching-sands,tera-blast,temper-flare",1.6,,No,No,No,generation-iv,Sus brazos disparan bolas de fuego de más de 2000 °C. Vive en cráteres volcánicos.
468,togekiss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png,"fairy,flying",38.0,"hustle,serene-grace,super-luck","pound,mega-punch,fly,mega-kick,headbutt,body-slam,double-edge,growl,flamethrower,hyper-beam,solar-beam,thunder-wave,toxic,psychic,double-team,light-screen,reflect,metronome,fire-blast,swift,amnesia,dream-eater,sky-attack,flash,rest,tri-attack,substitute,snore,protect,sweet-kiss,mud-slap,endure,charm,rollout,swagger,steel-wing,attract,sleep-talk,heal-bell,return,frustration,safeguard,baton-pass,encore,hidden-power,twister,rain-dance,sunny-day,psych-up,extreme-speed,ancient-power,shadow-ball,future-sight,rock-smash,uproar,heat-wave,facade,focus-punch,follow-me,helping-hand,trick,wish,magic-coat,brick-break,yawn,endeavor,imprison,secret-power,hyper-voice,air-cutter,silver-wind,signal-beam,aerial-ace,covet,magical-leaf,shock-wave,water-pulse,roost,natural-gift,pluck,tailwind,fling,last-resort,aura-sphere,air-slash,drain-punch,giga-impact,nasty-plot,zen-headbutt,defog,captivate,grass-knot,ominous-wind,psyshock,telekinesis,after-you,round,echoed-voice,stored-power,ally-switch,incinerate,retaliate,work-up,draining-kiss,play-rough,fairy-wind,confide,mystical-fire,dazzling-gleam,laser-focus,smart-strike,life-dew,dual-wingbeat",1.5,,No,No,No,generation-iv,Se dice que aparece en zonas pacíficas y las bendice con sus dones.
469,yanmega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png,"bug,flying",51.5,"speed-boost,tinted-lens,frisk","swords-dance,gust,wing-attack,whirlwind,headbutt,tackle,take-down,double-edge,supersonic,sonic-boom,hyper-beam,solar-beam,string-shot,toxic,psychic,hypnosis,quick-attack,screech,double-team,swift,dream-eater,leech-life,flash,rest,slash,substitute,thief,snore,reversal,protect,scary-face,mud-slap,foresight,detect,giga-drain,endure,swagger,steel-wing,attract,sleep-talk,return,frustration,pursuit,hidden-power,sunny-day,crunch,psych-up,ancient-power,shadow-ball,uproar,facade,secret-power,air-cutter,silver-wind,signal-beam,aerial-ace,roost,natural-gift,feint,tailwind,u-turn,night-slash,air-slash,bug-buzz,giga-impact,defog,captivate,bug-bite,ominous-wind,round,struggle-bug,confide,laser-focus,lunge,skitter-smack,dual-wingbeat,tera-blast,pounce,psychic-noise",1.9,,No,No,No,generation-iv,Su técnica favorita consiste en volar a gran velocidad y despedazar con su mandíbula a su oponente en un instante.
470,leafeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png,grass,25.5,"leaf-guard,chlorophyll","pay-day,swords-dance,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,bite,growl,roar,hyper-beam,strength,leech-seed,razor-leaf,solar-beam,dig,toxic,quick-attack,double-team,focus-energy,swift,flash,rest,substitute,snore,curse,protect,mud-slap,giga-drain,endure,charm,swagger,fury-cutter,attract,sleep-talk,heal-bell,return,frustration,baton-pass,iron-tail,synthesis,hidden-power,rain-dance,sunny-day,shadow-ball,rock-smash,facade,nature-power,helping-hand,knock-off,secret-power,hyper-voice,weather-ball,fake-tears,grass-whistle,bullet-seed,aerial-ace,mud-shot,covet,magical-leaf,calm-mind,leaf-blade,natural-gift,copycat,last-resort,worry-seed,seed-bomb,x-scissor,energy-ball,giga-impact,leaf-storm,captivate,grass-knot,round,echoed-voice,stored-power,retaliate,work-up,confide,baby-doll-eyes,solar-blade,laser-focus,grassy-glide,tera-blast,trailblaze,alluring-voice",1.0,,No,No,No,generation-iv,"En días soleados duerme y hace la fotosíntesis, emitiendo aire puro a su alrededor."
471,glaceon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png,ice,25.9,"snow-cloak,ice-body","pay-day,sand-attack,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,bite,growl,roar,ice-beam,blizzard,hyper-beam,strength,dig,toxic,quick-attack,double-team,barrier,haze,focus-energy,swift,rest,substitute,snore,curse,protect,mud-slap,icy-wind,endure,charm,swagger,attract,sleep-talk,heal-bell,return,frustration,baton-pass,iron-tail,hidden-power,rain-dance,sunny-day,mirror-coat,shadow-ball,rock-smash,hail,facade,helping-hand,secret-power,hyper-voice,weather-ball,fake-tears,signal-beam,icicle-spear,mud-shot,covet,calm-mind,water-pulse,gravity,natural-gift,copycat,last-resort,aqua-tail,giga-impact,avalanche,ice-shard,ice-fang,captivate,round,echoed-voice,stored-power,retaliate,frost-breath,work-up,freeze-dry,confide,baby-doll-eyes,laser-focus,aurora-veil,triple-axel,tera-blast,snowscape,chilling-water,alluring-voice",0.8,,No,No,No,generation-iv,Controla su temperatura corporal para congelar el ambiente y causar ráfagas de nieve en polvo.
472,gliscor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png,"ground,flying",42.5,"hyper-cutter,sand-veil,poison-heal","guillotine,swords-dance,cut,wing-attack,sand-attack,headbutt,take-down,double-edge,poison-sting,hyper-beam,counter,strength,earthquake,dig,toxic,agility,quick-attack,screech,double-team,harden,swift,sky-attack,crabhammer,rest,rock-slide,slash,substitute,thief,snore,protect,scary-face,feint-attack,sludge-bomb,mud-slap,spikes,sandstorm,endure,false-swipe,swagger,fury-cutter,steel-wing,attract,sleep-talk,return,frustration,baton-pass,iron-tail,metal-claw,hidden-power,rain-dance,sunny-day,crunch,rock-smash,torment,facade,taunt,brick-break,knock-off,secret-power,rock-tomb,sky-uppercut,sand-tomb,aerial-ace,mud-shot,poison-tail,roost,natural-gift,feint,tailwind,u-turn,payback,fling,toxic-spikes,rock-polish,poison-jab,dark-pulse,night-slash,aqua-tail,x-scissor,earth-power,giga-impact,thunder-fang,ice-fang,fire-fang,defog,cross-poison,gunk-shot,stone-edge,captivate,stealth-rock,bug-bite,hone-claws,venoshock,round,acrobatics,struggle-bug,bulldoze,confide,high-horsepower,throat-chop,lunge,brutal-swing,psychic-fangs,breaking-swipe,scale-shot,skitter-smack,dual-wingbeat,tera-blast",2.0,,No,No,No,generation-iv,"Espera a sus presas colgado de una rama bocabajo. Cuando llega su oportunidad, se lanza en picado."
473,mamoswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png,"ice,ground",291.0,"oblivious,snow-cloak,thick-fat","headbutt,fury-attack,tackle,body-slam,take-down,thrash,double-edge,bite,roar,mist,ice-beam,blizzard,hyper-beam,peck,strength,earthquake,fissure,dig,toxic,double-team,light-screen,haze,reflect,amnesia,rest,rock-slide,substitute,snore,curse,flail,reversal,powder-snow,protect,scary-face,mud-slap,icy-wind,sandstorm,endure,charm,swagger,fury-cutter,attract,sleep-talk,return,frustration,hidden-power,rain-dance,ancient-power,rock-smash,hail,facade,superpower,knock-off,endeavor,secret-power,mud-sport,odor-sleuth,rock-tomb,sand-tomb,icicle-spear,block,mud-shot,rock-blast,natural-gift,earth-power,giga-impact,avalanche,ice-shard,ice-fang,mud-bomb,rock-climb,iron-head,stone-edge,captivate,stealth-rock,double-hit,smack-down,heavy-slam,round,bulldoze,icicle-crash,freeze-dry,confide,high-horsepower,throat-chop,stomping-tantrum,body-press,tera-blast,snowscape,trailblaze,hard-press",2.5,,No,No,No,generation-iv,Ya existía en la antigüedad. Se encontró uno bajo hielo de hace más de 10 000 años.
474,porygon-z,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png,normal,34.0,"adaptability,download,analytic","tackle,take-down,double-edge,ice-beam,blizzard,psybeam,hyper-beam,solar-beam,thunder-shock,thunderbolt,thunder-wave,thunder,toxic,psychic,agility,double-team,recover,defense-curl,swift,dream-eater,flash,rest,conversion,tri-attack,substitute,thief,snore,conversion-2,protect,zap-cannon,icy-wind,lock-on,endure,swagger,sleep-talk,return,frustration,pain-split,iron-tail,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,facade,charge,trick,magic-coat,recycle,secret-power,signal-beam,aerial-ace,shock-wave,gravity,natural-gift,embargo,power-swap,guard-swap,last-resort,magnet-rise,dark-pulse,giga-impact,nasty-plot,zen-headbutt,trick-room,discharge,charge-beam,wonder-room,psyshock,telekinesis,foul-play,round,ally-switch,electroweb,confide,eerie-impulse,speed-swap,tera-blast",0.9,,No,No,No,generation-iv,"Se le instaló un software para mejorarlo. Sin embargo, comenzó a comportarse de manera extraña."
475,gallade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png,"psychic,fighting",52.0,"steadfast,sharpness,justified","mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,cut,mega-kick,headbutt,body-slam,take-down,leer,growl,psybeam,hyper-beam,low-kick,strength,thunderbolt,thunder-wave,earthquake,toxic,confusion,psychic,hypnosis,agility,teleport,night-shade,double-team,confuse-ray,light-screen,reflect,swift,dream-eater,flash,rest,rock-slide,slash,substitute,thief,snore,reversal,protect,mud-slap,icy-wind,endure,charm,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,safeguard,pain-split,encore,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,rock-smash,torment,will-o-wisp,facade,focus-punch,taunt,helping-hand,trick,magic-coat,recycle,revenge,brick-break,knock-off,skill-swap,imprison,snatch,secret-power,hyper-voice,rock-tomb,signal-beam,aerial-ace,bulk-up,magical-leaf,calm-mind,leaf-blade,shock-wave,natural-gift,feint,close-combat,fling,aura-sphere,poison-jab,night-slash,air-slash,x-scissor,drain-punch,vacuum-wave,focus-blast,energy-ball,giga-impact,shadow-claw,psycho-cut,zen-headbutt,trick-room,stone-edge,captivate,grass-knot,charge-beam,wide-guard,wonder-room,psyshock,telekinesis,magic-room,low-sweep,round,echoed-voice,stored-power,quick-guard,ally-switch,heal-pulse,hex,retaliate,bulldoze,work-up,dual-chop,sacred-sword,disarming-voice,draining-kiss,misty-terrain,confide,dazzling-gleam,power-up-punch,solar-blade,laser-focus,throat-chop,psychic-terrain,life-dew,expanding-force,coaching,triple-axel,tera-blast,aqua-cutter,alluring-voice,upper-hand",1.6,,No,No,No,generation-iv,Puede presentir los movimientos de sus rivales y por eso ataca siempre antes que ellos.
476,probopass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png,"rock,steel",340.0,"sturdy,magnet-pull,sand-force","fire-punch,ice-punch,thunder-punch,headbutt,tackle,body-slam,take-down,double-edge,hyper-beam,strength,thunderbolt,thunder-wave,thunder,rock-throw,earthquake,toxic,double-team,harden,explosion,rest,rock-slide,tri-attack,substitute,snore,curse,protect,mud-slap,zap-cannon,lock-on,sandstorm,endure,rollout,swagger,spark,attract,sleep-talk,return,frustration,pain-split,hidden-power,sunny-day,ancient-power,rock-smash,torment,facade,taunt,helping-hand,magic-coat,secret-power,rock-tomb,metal-sound,sand-tomb,iron-defense,block,rock-blast,shock-wave,gravity,natural-gift,magnet-rise,rock-polish,power-gem,earth-power,giga-impact,flash-cannon,discharge,iron-head,magnet-bomb,stone-edge,captivate,stealth-rock,head-smash,wide-guard,telekinesis,smack-down,heavy-slam,round,ally-switch,volt-switch,bulldoze,confide,magnetic-flux,dazzling-gleam,high-horsepower,stomping-tantrum,body-press,steel-beam,meteor-beam,tera-blast,hard-press,supercell-slam",1.4,,No,No,No,generation-iv,Emana un fuerte magnetismo. Controla tres pequeñas unidades llamadas mininarices.
477,dusknoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png,ghost,106.6,"pressure,frisk","mega-punch,fire-punch,ice-punch,thunder-punch,bind,mega-kick,headbutt,body-slam,leer,disable,ice-beam,blizzard,hyper-beam,strength,earthquake,toxic,psychic,night-shade,double-team,confuse-ray,haze,metronome,swift,dream-eater,leech-life,flash,rest,rock-slide,substitute,thief,snore,curse,spite,protect,mud-slap,foresight,destiny-bond,icy-wind,endure,swagger,mean-look,attract,sleep-talk,return,frustration,pain-split,pursuit,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,rock-smash,torment,will-o-wisp,memento,facade,focus-punch,taunt,helping-hand,trick,revenge,brick-break,skill-swap,imprison,snatch,secret-power,astonish,rock-tomb,shadow-punch,calm-mind,gravity,natural-gift,payback,embargo,fling,sucker-punch,dark-pulse,focus-blast,giga-impact,shadow-sneak,trick-room,captivate,charge-beam,ominous-wind,wonder-room,telekinesis,round,ally-switch,hex,bulldoze,phantom-force,confide,infestation,power-up-punch,darkest-lariat,laser-focus,skitter-smack,poltergeist,tera-blast,hard-press",2.2,,No,No,No,generation-iv,Se dice que recoge en su cuerpo flexible a los espíritus extraviados y los guía hasta casa.
478,froslass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png,"ice,ghost",26.6,"snow-cloak,cursed-body","ice-punch,headbutt,body-slam,take-down,leer,bite,ice-beam,blizzard,hyper-beam,thunderbolt,thunder-wave,thunder,toxic,psychic,night-shade,double-team,confuse-ray,light-screen,haze,reflect,dream-eater,flash,rest,substitute,snore,curse,spite,powder-snow,protect,scary-face,mud-slap,spikes,destiny-bond,icy-wind,endure,charm,rollout,swagger,attract,sleep-talk,return,frustration,safeguard,pain-split,hidden-power,rain-dance,crunch,psych-up,shadow-ball,hail,torment,will-o-wisp,facade,taunt,helping-hand,trick,imprison,snatch,secret-power,astonish,weather-ball,fake-tears,signal-beam,icicle-spear,block,shock-wave,water-pulse,wake-up-slap,natural-gift,payback,embargo,fling,sucker-punch,giga-impact,avalanche,ice-shard,ice-fang,captivate,ominous-wind,telekinesis,round,ally-switch,hex,frost-breath,draining-kiss,confide,laser-focus,aurora-veil,poltergeist,triple-axel,tera-blast,ice-spinner,snowscape,chilling-water",1.3,,No,No,No,generation-iv,Congela a sus enemigos con un aliento gélido de -50 °C. Su cuerpo está hueco.
479,rotom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png,"electric,ghost",0.3,levitate,"thunder-shock,thunderbolt,thunder-wave,thunder,toxic,night-shade,double-team,confuse-ray,light-screen,reflect,swift,dream-eater,flash,rest,substitute,thief,snore,spite,protect,mud-slap,endure,swagger,sleep-talk,return,frustration,pain-split,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,will-o-wisp,facade,charge,helping-hand,trick,snatch,secret-power,hyper-voice,astonish,signal-beam,shock-wave,natural-gift,sucker-punch,dark-pulse,nasty-plot,defog,discharge,charge-beam,ominous-wind,telekinesis,electro-ball,foul-play,round,stored-power,ally-switch,hex,volt-switch,electroweb,confide,eerie-impulse,electric-terrain,rising-voltage,poltergeist,tera-blast",0.3,,No,No,No,generation-iv,Desde hace mucho tiempo se estudia su singular motor como fuente de energía motriz.
480,uxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png,psychic,0.3,levitate,"fire-punch,ice-punch,thunder-punch,headbutt,psybeam,hyper-beam,solar-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,double-team,confuse-ray,light-screen,reflect,metronome,swift,amnesia,dream-eater,flash,rest,tri-attack,substitute,snore,flail,protect,mud-slap,sandstorm,giga-drain,endure,swagger,sleep-talk,heal-bell,return,frustration,safeguard,pain-split,baton-pass,encore,iron-tail,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,memento,facade,helping-hand,trick,role-play,magic-coat,recycle,yawn,knock-off,skill-swap,imprison,secret-power,signal-beam,extrasensory,calm-mind,shock-wave,water-pulse,natural-gift,u-turn,fling,drain-punch,energy-ball,giga-impact,nasty-plot,psycho-cut,zen-headbutt,trick-room,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,magic-room,foul-play,round,stored-power,ally-switch,acrobatics,draining-kiss,play-rough,confide,dazzling-gleam,power-up-punch,laser-focus,expanding-force,mystical-power,tera-blast,psychic-noise",0.3,,No,Si,No,generation-iv,Se le conoce como el Ser de la Sabiduría. Se dice que puede borrar la memoria con una mirada.
